Super Bowl,TimeRemaining,Away,Away - Total Yards,Away - Time of Possession,Home,Home - Total Yards,Home - Time of Possession,Attendance,Capacity,Location,Date,Over/Under,Line,MVP,Position,Full Away Team Name,Full Home Team Name
Super Bowl 52,3600,0,538,34:04:00,0,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,3594,0,538,34:04:00,0,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,3560,0,538,34:04:00,0,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,3517,0,538,34:04:00,0,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,3492,0,538,34:04:00,0,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,3456,0,538,34:04:00,0,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,3450,0,538,34:04:00,0,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,3407,0,538,34:04:00,0,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,3367,0,538,34:04:00,0,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,3329,0,538,34:04:00,0,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,3291,0,538,34:04:00,0,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,3247,0,538,34:04:00,0,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,3210,0,538,34:04:00,0,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,3189,0,538,34:04:00,0,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,3183,0,538,34:04:00,0,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,3178,0,538,34:04:00,0,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,3175,3,538,34:04:00,0,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,3175,3,538,34:04:00,0,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,3175,3,538,34:04:00,0,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,3175,3,538,34:04:00,0,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,3172,3,538,34:04:00,0,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,3156,3,538,34:04:00,0,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,3135,3,538,34:04:00,0,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,3105,3,538,34:04:00,0,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,3080,3,538,34:04:00,0,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,3039,3,538,34:04:00,0,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,3007,3,538,34:04:00,0,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2965,3,538,34:04:00,0,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2960,3,538,34:04:00,0,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2957,3,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2952,3,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2911,3,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2861,3,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2854,9,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2850,9,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2822,9,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2806,9,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2801,9,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2762,9,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2739,9,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2709,9,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2700,9,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2658,9,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2653,9,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2611,9,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2603,9,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2596,9,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2591,9,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2569,9,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2565,9,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2524,9,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2518,9,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2513,9,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2475,9,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2430,9,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2385,9,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2380,9,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2335,9,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2328,15,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2328,15,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2328,15,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2328,15,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2297,15,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2292,15,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2253,15,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2249,15,538,34:04:00,3,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2244,15,538,34:04:00,6,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2244,15,538,34:04:00,6,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2244,15,538,34:04:00,6,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2244,15,538,34:04:00,6,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2244,15,538,34:04:00,6,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2244,15,538,34:04:00,6,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2244,15,538,34:04:00,6,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2244,15,538,34:04:00,6,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2244,15,538,34:04:00,6,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2200,15,538,34:04:00,6,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2155,15,538,34:04:00,6,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2115,15,538,34:04:00,6,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2101,15,538,34:04:00,6,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2063,15,538,34:04:00,6,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2059,15,538,34:04:00,6,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2055,15,538,34:04:00,6,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,2026,15,538,34:04:00,6,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1979,15,538,34:04:00,6,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1975,15,538,34:04:00,6,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1932,15,538,34:04:00,6,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1924,15,538,34:04:00,12,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1919,15,538,34:04:00,12,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1912,15,538,34:04:00,12,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1906,15,538,34:04:00,12,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1853,15,538,34:04:00,12,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1845,15,538,34:04:00,12,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1841,15,538,34:04:00,12,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1838,15,538,34:04:00,12,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1834,22,538,34:04:00,12,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1834,22,538,34:04:00,12,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1834,22,538,34:04:00,12,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1834,22,538,34:04:00,12,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1827,22,538,34:04:00,12,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1822,22,538,34:04:00,12,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1804,22,538,34:04:00,12,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1803,22,538,34:04:00,12,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1800,22,538,34:04:00,12,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1800,22,538,34:04:00,12,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1800,22,538,34:04:00,12,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1800,22,538,34:04:00,12,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1797,22,538,34:04:00,12,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1773,22,538,34:04:00,12,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1750,22,538,34:04:00,12,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1712,22,538,34:04:00,12,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1705,22,538,34:04:00,12,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1675,22,538,34:04:00,12,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1639,22,538,34:04:00,12,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1635,22,538,34:04:00,19,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1628,22,538,34:04:00,19,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1594,22,538,34:04:00,19,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1587,22,538,34:04:00,19,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1553,22,538,34:04:00,19,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1510,22,538,34:04:00,19,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1467,22,538,34:04:00,19,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1463,22,538,34:04:00,19,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1437,22,538,34:04:00,19,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1394,22,538,34:04:00,19,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1353,22,538,34:04:00,19,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1345,22,538,34:04:00,19,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1338,29,538,34:04:00,19,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1333,29,538,34:04:00,19,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1297,29,538,34:04:00,19,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1292,29,538,34:04:00,19,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1251,29,538,34:04:00,19,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1220,29,538,34:04:00,19,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1185,29,538,34:04:00,19,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1147,29,538,34:04:00,19,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1109,29,538,34:04:00,19,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1103,29,538,34:04:00,26,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1103,29,538,34:04:00,26,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1103,29,538,34:04:00,26,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1103,29,538,34:04:00,26,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1062,29,538,34:04:00,26,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,1024,29,538,34:04:00,26,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,983,29,538,34:04:00,26,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,939,29,538,34:04:00,26,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
Super Bowl 52,934,29,538,34:04:00,26,613,25:56:00,67612,73000,"Minneapolis, MN",4-Feb-18,50,NE -4.0,Nick Foles,Quarterback,Philadelphia Eagles,New England Patriots
